LOT #,WINNING FARM / CWS,LOT SIZE,HIGH BID,TOTAL VALUE,HIGH BIDDER(S)
1,Fazenda Serra do Boné,39,$10.15/lb,"$52,361.99",Maruyama Coffee ( Mikatajuku group)
2,Fazenda Esperança,20,$7.10/lb,"$18,783.38","Mercanta The Coffee Hunters for Monmouth Coffee Company, Cafes Meo, Cafes El Magnifico Barcelona and The Coffee Company"
3,Fazenda do Serrado,21,$6.03/lb,"$16,750.28","Bontain Coffee co.,ltd."
4,Fazenda Recreio,20,$5.15/lb,"$13,624.57",SAN ANTONIO COFFEE ROASTERS
5,Fazenda Serra das Cabeças,34,$4.05/lb,"$18,214.59","TOA COFFEE Co.,Ltd."
6,Fazenda São Francisco,20,$5.10/lb,"$13,492.29",Solberg & Hansen AS
7,Fazenda São Paulo,61,$5.60/lb,"$45,185.95","Diedrich Coffee, Inc."
8,Sítio Lenice,24,$3.56/lb,"$11,301.78",WATARU for TOHO COFFEE
9,Fazenda Santa Mariana,42,$2.60/lb,"$14,444.69","Caravan Coffee Co.,Ltd."
10,Fazenda Santa inês,20,$3.55/lb,"$9,391.69","Arab Coffee Co., Ltd"
11,Fazenda Apucarana,19,$4.00/lb,"$10,053.08",The Roasterie Inc
12,Fazenda Cachoeirinha,21,$4.16/lb,"$11,555.75","Ishimitsu for Kobe Coffee Co., Ltd."
13,Sítio Vivenda das Águas,35,$2.14/lb,"$9,907.57","VOLCAFE Specialty Coffee for the Tamarindo group: Ecco Caffe, Sweet Marias, Origins Coffee Roasters, Boot Coffee and Hunter Bay"
14,Fazenda Santa Terezinha,21,$2.65/lb,"$7,361.23",Mercanta The Coffee Hunters for The Golden Coffee Box and San Francsico Coffee Malaysia
15,Fazenda Córrego do Retiro,25,$1.95/lb,"$6,448.52",Mercanta The Coffee Hunters for Union Coffee Roasters
16,Fazenda Barreiro,84,$1.31/lb,"$14,555.80",Arvid Nordquist H.A.B.
17,Fazenda do Rosário,22,$1.51/lb,"$4,394.25","Schlueter & Maack for Laier Kaffee, Saerve Kaffee, Rubens Kaffee."
18,Fazenda Cachoeira do Cambuí 2,23,$2.05/lb,"$6,236.88",Schlueter & Maack for Hagen Kaffee
19,Brauna,20,$2.05/lb,"$5,423.37",UNICAFE INC.
20,Sítio Araucária,26,$2.06/lb,"$7,084.78","VOLCAFE Specialty Coffee for the Tamarindo group: Ecco Caffe, Sweet Marias, Origins Coffee Roasterie, Boot Coffee and Hunter Bay"
21,Sítio Dos Estouros,33,$2.06/lb,"$8,992.21","Caravan Coffee Co.,Ltd."
22,Fazenda Sertão,42,$3.35/lb,"$18,611.42",WATARU for KYOWA’S COFFEE
23,Sítio Bela Vista,22,$2.15/lb,"$6,256.72",TIME’S CLUB INC.
24,Fazenda Embiral,18,$4.15/lb,"$9,881.12","World Coffee Co.,Ltd."
25,Fazenda Santana,25,$3.16/lb,"$10,449.91","Wataru & Co., Ltd."
26,Sítio Vila Maria,22,$2.30/lb,"$6,693.23","Wataru & Co., Ltd."
27,Fazenda Pedra Redonda,20,$2.01/lb,"$5,317.55","Wataru & Co., Ltd."
28,Fazenda Laranja Cravo,28,$2.10/lb,"$7,777.91",Sweet Maria’s
29,Sítio Tranquilidade,44,$1.96/lb,"$11,407.60",Bettys Cafe Tea Rooms
30,Sítio Serrabráz,22,$1.70/lb,"$4,947.17",Schlueter & Maack for Mondo del Caffè
31,Estância Tijuco Preto,20,$2.06/lb,"$5,449.83","World Coffee Co.,Ltd."
32,Fazenda Tijuco Preto,19,$2.70/lb,"$6,785.83","World Coffee Co.,Ltd."
33,Chácara Sagrado Coração De…,23,$2.35/lb,"$7,149.59","Wataru & Co., Ltd."
34,Fazenda São Gabriel,19,$3.30/lb,"$8,293.79","Nippon Coffee Trading Co., Ltd."
35,Sítio do Sertãozinho,21,$5.10/lb,"$14,166.90","Ishimitsu for Kobe Coffee Co., Ltd."
36,Fazenda Sto Antônio do…,20,$1.35/lb,"$3,571.49",Maruyama Coffee
37,Fazenda Campo de Ouro,100,$2.05/lb,"$27,116.86","Gloria Jean’s Gourmet Coffee, Inc."
38,Fazenda São Marcos,28,$1.80/lb,"$6,666.78",Timothy’s World Coffee
39,Fazenda Irmãos Tomazini,21,$2.05/lb,"$5,694.54",UNICAFE INC.
40,Fazenda Bela Vista,57,$2.01/lb,"$15,155.02",KATOCOFFEE Inc.
41,Fazenda Braúna,20,$2.50/lb,"$6,613.87",Bewleys Ltd
42,Sítio Primavera,19,$1.31/lb,"$3,292.38",MOKKA SPECIALITY COFFEE
43,Fazenda Coqueiros,32,$1.90/lb,"$8,042.46","S.ISHIMITSU & CO., LTD."
