LOT #,WINNING FARM / CWS,LOT SIZE,HIGH BID,TOTAL VALUE,HIGH BIDDER(S)
1,Fazenda Santa Ines,12,$49.75/lb,"$78,969.58","Michels Espresso, Instaurator and Caffe Artigiano (Canada)"
2,Fazenda São Benedito,15,$7.80/lb,"$15,476.45","The Roasterie Inc., Stumptown Coffee Roasters, Ecco Café, Kaffa (Oslo), and Maruyama Coffee (Japan)"
3,Sítio São José,26,$6.05/lb,"$20,807.23",Maruyama Coffee for Mikatajuku group and Stumptown Coffee Roasters
4,Sítio Castelhano,20,$3.50/lb,"$9,259.42","World Coffee Co.,Ltd."
5,Fazenda Água Limpa,21,$6.25/lb,"$17,361.40",Maruyama Coffee for Mikatajuku group
6,Fazenda Esperança,16,$4.20/lb,"$8,889.04",Time’s Club Inc.
7,Fazenda Tijuco Preto,20,$4.65/lb,"$12,301.79",Solberg & Hansen AS
8,Fazenda Santo Antonio,16,$6.75/lb,"$14,285.95",Cape Horn on behalf of San Antonio Coffee Roasters
9,Fazenda Cachoeirinha,50,$2.50/lb,"$16,534.67","Toa Coffee Co.,Ltd."
10,Fazenda Pedra Preta,31,$3.05/lb,"$12,506.82","Nippon Coffee Trading Co., Ltd."
11,Fazenda Monte Verde – Gleba 2,17,$4.15/lb,"$9,332.17","Mercanta The Coffee Hunters for Cafes Meo (France), Maison Blanche Dael (Netherlands), San Francisco Coffee (Malaysia) and 49th Parallel Roasters (Canada)"
12,Sítio Monte Alegre,19,$4.15/lb,"$10,430.07",Ogawa Coffee
13,Faz,23,$3.20/lb,"$9,735.61","Volcafe Specialty Coffee, Sweet Maria’s, Pacific Bay Coffee Roasting, Ultimate Bean, and Hunter Bay Coffee Roasters"
14,Serra do Rola Moça,47,$2.55/lb,"$15,853.44",Andronicas Coffee Co Ltd for Fortnum & Mason of Piccadilly
15,Fazenda Sr. Niquinho,22,$2.95/lb,"$8,584.80","Arab Coffee , Tashiro Coffee and Asahi Coffee"
16,Fazenda Santa Lúcia,20,$3.16/lb,"$8,359.93","Caravan Coffee Co.,Ltd."
17,Fazenda Santa,39,$2.58/lb,"$13,309.75","UCC Ueshima Coffee Co., Ltd."
18,Fazenda Córrego Seco,35,$2.71/lb,"$12,546.51",Kaffebrenneriet as
19,Sítio São José,15,$2.90/lb,"$5,754.07","Caravan Coffee Co.,Ltd."
20,Sítio Bananal,16,$3.00/lb,"$6,349.31","World Coffee Co.,Ltd."
21,Fazenda do Serrado,14,$5.00/lb,"$9,259.42","Bontain Coffee co.,ltd."
22,Sítio São José,15,$2.26/lb,–,Wataru for Beans Coffee Sales
23,Fazenda Santa Terezinha,27,$3.85/lb,"$13,750.23","Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada), Ecco Café (USA), Intelligentsia (USA) and Golden Coffee Box (Netherlands)"
24,Fazenda Bela Vista,34,$2.45/lb,"$11,018.70",Katocoffee Inc.
25,Sítio Monalisa,18,$3.10/lb,"$7,381.08","Wataru & Co., Ltd"
26,Fazenda Santa Rita,19,$2.35/lb,"$5,906.18","Wataru & Co., Ltd."
27,Fazenda Pedra do Sino,17,$2.45/lb,"$5,509.35",Wataru for Toho Coffee
28,Sítio Pasto,37,$2.45/lb,"$11,990.94",Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada)
29,Fazenda,23,$3.50/lb,"$10,648.33",Wataru for Kyowa’s Coffee
30,Sítio do Boné,26,$2.55/lb,"$8,769.99",Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada)
31,Fazenda Ouro Preto,16,$2.30/lb,"$4,867.81","S.Ishimitsu & Co., Ltd."
32,Fazenda Cachoeira Da Grama,23,$2.56/lb,"$7,788.49",Katocoffee Inc.
33,Sítio Boa Sorte,13,$2.85/lb,"$4,900.88",Mercanta The Coffee Hunters for Has Bean Coffee (UK)
34,Sítio Grota São Pedro,16,$2.35/lb,"$4,973.63",Mercanta The Coffee Hunters for 49TH Parallel Roasters (Canada)
35,Sítio Batista,12,$2.95/lb,"$4,682.62",Rehm & Co. for Messrs. Dethlefsen & Balk
36,Sítio Santa Cruz,17,$2.30/lb,"$5,172.04","Wataru & Co., Ltd."
