LOT #,WINNING FARM / CWS,LOT SIZE,HIGH BID,TOTAL VALUE,HIGH BIDDER(S)
1,Faz Kaquend,22,$9.05/lb,"$26,336.42","Maruyama Coffee for Mikatajuku group, Orsir Coffee, ritual roasters, Intelligentsia Coffee Roasters and Cafe Imports"
2,Recreio,36,$6.35/lb,"$30,238.60","Nippon Coffee Trading Co.,Ltd for Doi Coffee"
3,Faz Tijuco Preto,19,$9.05/lb,"$22,745.09","UCC Ueshima Coffee Co., Ltd."
4,Faz Rainha,19,$7.25/lb,"$18,221.21",Times Club for C-COOP.
5,Chácara Sagrado Coração De…,22,$7.00/lb,"$20,370.71",Solberg & Hansen AS
6,Granja São Francisco,23,$7.15/lb,"$21,753.01","Bontain Coffee Co.,Ltd"
7,Fazenda São Benedito,23,$6.05/lb,"$18,406.39","Nippon Coffee Trading Co.,Ltd"
8,Sitio Monte Verde,24,$6.25/lb,"$19,841.60","Toa Coffee Co.,Ltd."
9,Fazenda Água Limpa 1,22,$6.15/lb,"$17,897.13",Kyokuto Fadie Corporation
10,Fazenda do Sertão,19,$6.05/lb,"$15,205.28","Wataru & Co., Ltd."
11,Rancho São Benedito,29,$6.00/lb,"$23,016.26","Mercanta The Coffee Hunters for Has Bean Coffee UK, Transcend Coffee Canada, Java Blend Coffee Roasters Canada, Cartel Coffee Lab USA, Green Coffee Buying Club USA, Inoue Coffee Japan, Java Coffee Roasters Poland, Mokkamestarit Oy Finland, Melbourne Coffe"
12,Fazenda da Pedra,18,$5.85/lb,"$13,928.81",Wataru for Ogawa Coffee
13,Fazenda Nossa Senhora…,27,$5.90/lb,"$21,071.78","Wataru & Co., Ltd."
14,Fazenda Cachoeirinha,19,$6.25/lb,"$15,707.94","Arab Coffee Co., Ltd"
15,Fazenda Agua Limpa,19,$5.90/lb,"$14,828.29","Wataru & Co., Ltd."
16,Faz Coqueiros,19,$5.70/lb,"$14,325.64","Wataru & Co., Ltd."
17,Fazenda Santa Lúcia,19,$6.15/lb,"$15,456.61",Wataru for Gabee Yang
18,Sitio São Francisco de Assis,21,$5.20/lb,"$14,444.69",Katocoffee Inc.
19,Fazenda São Judas Tadeu,29,$3.80/lb,"$14,576.96","JuBean Coffee, Coffee LAB and Kato Coffee"
20,Serra do Rola Moça,23,$6.15/lb,"$18,710.63","Mercanta The Coffee Hunters for Cafes El Magnífico Spain, James Gourmet Coffee UK, Golden Coffee Box Netherlands, Bailies Coffee Northern Ireland, Has Bean Coffee UK and Sviezia Kava, Lithuania"
21,Colina da Pedra,19,$5.85/lb,"$14,702.63","World Coffee Co.,Ltd."
22,Sítio Bela Vista,21,$5.10/lb,"$14,166.90","Wataru & Co., Ltd."
23,Fazenda Paraíso,27,$4.15/lb,"$14,821.68",Katocoffee Inc.
