RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1a,9,Fazenda Santa Barbara,Jose Joaquim Oliveira,"Piatã – Ba, Chapada Diamantina",91.66
1b,8,Fazenda Santa Barbara,Jose Joaquim Oliveira,"Piatã – Ba, Chapada Diamantina",91.66
2a,6,Sítio Terra Santa,Anastácio José De Novais,"Piatã – Ba, Chapada Diamantina",90.21
2b,5,Sítio Terra Santa,Anastácio José De Novais,"Piatã – Ba, Chapada Diamantina",90.21
3,28,Sitio Tanque,Merce Jordan Araujo Silva,"Piatã – Ba, Chapada Diamantina",89.47
T4a,29,Ouro Verde (2016),Candido Vladimir Ladeia Rosa,"Piatã – Ba, Chapada Diamantina",89.26
T4b,17,Sitio Santana Iv,Marconi Silva Santana,"Piatã – Ba, Chapada Diamantina",89.26
6,11,Sitio Cafundó,Giliarde Torres De Oliveira,"Piatã – Ba, Chapada Diamantina",89.16
7,11,Fazenda Terra Nova,Wedson Marques De Souza,"Piatã – Ba, Chapada Diamantina",88.84
8,29,Sitio Primavera (2016),Romário José Fontes,"Piatã – Ba, Chapada Diamantina",88.47
9,13,Fazenda Riacho Da Tapera,Euvaldo José Costa Jones,"Piatã – Ba, Chapada Diamantina",88.11
10,12,Sitio Pedra Menina,Jose Adalto De Abreu,"Dores Do Rio Preto – Es, Montanhas Do Espírito Santo",87.87
11,11,Fazenda Ressaca,Pedro Marques De Souza,"Piatã – Ba, Chapada Diamantina",87.63
12,29,Sitio Gerais,Mercí Santana Silva,"Piatã – Ba, Chapada Diamantina",87.61
13,10,Fazenda Bom Fim,Luciano Dutra Pimenta,"Afonso Cláudio – Es, Montanhas Do Espírito Santo",87.53
14,17,Sitio Santana II,Alex Sandro Silva Santana,"Piatã – Ba, Chapada Diamantina",87.5
15,15,Sitio Santana,Leolindo Castro Alves,"Piatã – Ba, Chapada Diamantina",87.42
16,29,Chacara São Judas Tadeu (2016),Antonio Rigno De Oliveira,"Piatã – Ba, Chapada Diamantina",87.26
17,28,Sitio Bom Sucesso,Cleusa Marques Da Paixão,"São João Do Manhuaçu – Mg, Matas De Minas",87.05
18,29,Tijuco,Antonio Rigno De Oliveira Filho,"Piatã – Ba, Chapada Diamantina",87.03
19,10,Fazenda Monte Verde,Fal Holdings Participações Ltda,"Carmo De Minas – Mg, Mantiqueira De Minas",86.97
20,29,Fazenda Três Irmãos,José Renato Rodrigues Alves,"Piatã – Ba, Chapada Diamantina",86.89
21,10,Sitio São Raimundo,Fabio Protazio De Abreu,"Espera Feliz – Mg, Matas De Minas",86.66
22,29,Sítio Baixa Funda (2016),Reginaldo José Novais,"Piatã – Ba, Chapada Diamantina",86.53
23,28,Sítio Santa Barbara,Eulino José De Novais,"Piatã – Ba, Chapada Diamantina",86.45
24,27,Fazenda Tanque (2016),Salvador Souza,"Piatã – Ba, Chapada Diamantina",86.16
