,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
617,3,570.0,Faz Tijuco Preto,Antonio Marcio Pereira de Castro,"Carmo de Minas, Sul de Minas",89.95,,,3,9.05,22745.09,"UCC Ueshima Coffee Co., Ltd.",Brazil Pulped,2008
618,4,570.0,Faz Rainha,Fazenda Sertãozinho Ltda,"São Sebastiào da Grama, Mogiana",89.95,,,4,7.25,18221.21,Times Club for C-COOP.,Brazil Pulped,2008
619,5,660.0,Chácara Sagrado Coração De…,Alvaro Antônio Pereira Coli,"Carmo De Minas, Sul De Minas",89.58,,,5,7.0,20370.71,Solberg & Hansen AS,Brazil Pulped,2008
620,6,690.0,Granja São Francisco,Otaviano Ribeiro Ceglia,"Carmo De Minas, Sul De Minas",89.23,,,6,7.15,21753.01,"Bontain Coffee Co.,Ltd",Brazil Pulped,2008
621,7,690.0,Fazenda São Benedito,António José Junqueira Villela,"Carmo de Minas, Sul de Minas",88.85,,,7,6.05,18406.39,"Nippon Coffee Trading Co.,Ltd",Brazil Pulped,2008
622,8,720.0,Sitio Monte Verde,Helcio Carneiro Pinto Junior,"Carmo de Minas, MG",88.48,,,8,6.25,19841.6,"Toa Coffee Co.,Ltd.",Brazil Pulped,2008
623,9,660.0,Fazenda Água Limpa 1,Dulce Pereira Ribeiro e ou,"Cristina, Sul de Minas",87.58,,,9,6.15,17897.13,Kyokuto Fadie Corporation,Brazil Pulped,2008
624,10,570.0,Fazenda do Sertão,Nazareth Dias Pereira,"Carmo de Minas, Sul de Minas",86.4,,,10,6.05,15205.28,"Wataru & Co., Ltd.",Brazil Pulped,2008
625,11,870.0,Rancho São Benedito,Mariana De Carvalho Junqueira,"Dom Viçoso, MG",86.64,,,11,6.0,23016.26,"Mercanta The Coffee Hunters for Has Bean Coffee UK, Transcend Coffee Canada, Java Blend Coffee Roasters Canada, Cartel Coffee Lab USA, Green Coffee Buying Club USA, Inoue Coffee Japan, Java Coffee Roasters Poland, Mokkamestarit Oy Finland, Melbourne Coffe",Brazil Pulped,2008
626,12,540.0,Fazenda da Pedra,Anacley Pereira Bustamante Abreu,"Cristina, Sul de Minas",86.12,,,12,5.85,13928.81,Wataru for Ogawa Coffee,Brazil Pulped,2008
627,13,810.0,Fazenda Nossa Senhora…,Edmo Junqueira Villela,"Carmo de Minas, Sul de Minas",86.0,,,13,5.9,21071.78,"Wataru & Co., Ltd.",Brazil Pulped,2008
628,14,570.0,Fazenda Cachoeirinha,Luiz Delfino de Paiva,"Cristina, Sul de Minas",85.98,,,14,6.25,15707.94,"Arab Coffee Co., Ltd",Brazil Pulped,2008
629,15,570.0,Fazenda Agua Limpa,Plinio Cyrino Nogueira Filho,"São Sebastião da Grama, Vale da Grama",85.95,,,15,5.9,14828.29,"Wataru & Co., Ltd.",Brazil Pulped,2008
630,16,570.0,Faz Coqueiros,José Clovis Carneiro Ribeiro,"Carmo de Minas, Sul de Minas",85.88,,,16,5.7,14325.64,"Wataru & Co., Ltd.",Brazil Pulped,2008
631,17,570.0,Fazenda Santa Lúcia,Helcio Carneiro Pinto,"Carmo de Minas, Sul de Minas",85.81,,,17,6.15,15456.61,Wataru for Gabee Yang,Brazil Pulped,2008
632,18,630.0,Sitio São Francisco de Assis,Marisa Coli Noronha,"Carmo de Minas, MG",85.38,,,18,5.2,14444.69,Katocoffee Inc.,Brazil Pulped,2008
633,19,870.0,Fazenda São Judas Tadeu,Antonio Rigno de Oliveira,"Piatã, Chapada Diamantina",85.19,,,19,3.8,14576.96,"JuBean Coffee, Coffee LAB and Kato Coffee",Brazil Pulped,2008
634,20,690.0,Serra do Rola Moça,Maria Lúcia Junqueira Pereira,"Carmo de Minas, Sul de Minas",85.02,,,20,6.15,18710.63,"Mercanta The Coffee Hunters for Cafes El Magnífico Spain, James Gourmet Coffee UK, Golden Coffee Box Netherlands, Bailies Coffee Northern Ireland, Has Bean Coffee UK and Sviezia Kava, Lithuania",Brazil Pulped,2008
635,21,570.0,Colina da Pedra,Terezinha Marta Pereira Barros,"Cristina, MG",84.93,,,21,5.85,14702.63,"World Coffee Co.,Ltd.",Brazil Pulped,2008
636,22,630.0,Sítio Bela Vista,Márcio Heleno de Carvalho Junqueira,"Dom Viçoso, MG",84.76,,,22,5.1,14166.9,"Wataru & Co., Ltd.",Brazil Pulped,2008
637,23,810.0,Fazenda Paraíso,Antônio Fortes Bustamante,"Conceição das Pedras, MG",84.26,,,23,4.15,14821.68,Katocoffee Inc.,Brazil Pulped,2008
638,1,630.0,Fazenda Esperança,Cícero Viegas Cavalcanti De Albuquerque,"Carmo De Minas, Sul de Minas",94.43,,,1,13.2,36667.28,"Maruyama Coffee for Mikatajuku Group, Orsir Coffee (Taiwan)",Brazil Pulped,2006
639,2,1260.0,Sítio Boa Vista,Márcio Luiz Bérgamo Fávaro,"Sarutaiá, Sudoeste Paulista",93.37,,,2,8.1,45000.76,Kyokuto Fadie Corporation,Brazil Pulped,2006
640,3,630.0,Fazenda Pedra Preta,Guilherme Dias De Castro,"Jesuania, Sul de Minas",92.24,,,3,13.1,36389.5,"Stumptown Coffee Roasters, Café Imports, 49th Parallel Roasters, Ecco Caffe, Terrior Coffee, Intelligentsia, Coffee Klatch, Java Blend Coffee Roasters",Brazil Pulped,2006
641,4,630.0,Fazenda Serra do Boné,Carlos Sérgio Sanglard,"Araponga, MG",91.93,,,4,9.55,26528.22,"Stumptown Coffee Roasters, Groundwork, Ecco Caffé, KAFFA (Oslo), Coffee Company (Amsterdam), 49th Parallel, Kean Coffee",Brazil Pulped,2006
642,5,720.0,Fazenda Santa Ines,Francisco Isidoro Dias Pereira,"Carmo de Minas, Minas Gerais",91.43,,,5,7.45,23651.19,"Willoughby’s Coffee & Tea, Zoka Coffee Roaster",Brazil Pulped,2006
643,7,630.0,Fazenda São Pedro,Robson Vilela Martins,"Araponga, Sul de Minas",89.96,,,7,7.0,19444.77,TimesClub to C-Coop,Brazil Pulped,2006
644,8,630.0,Fazenda Cabaço Do Tanque,Alessandro Matos Martins,"Piatã, Chapada Diamantina",89.57,,,8,7.5,20833.68,Solberg & Hansen AS,Brazil Pulped,2006
645,9,1050.0,Fazenda Santa Terezinha,Paulo Sérgio De Almeida and Others,"Olimpio Noronha, Sul de Minas",89.07,,,9,6.05,28009.73,"Mercanta The Coffee Hunters for Ecco Caffè (USA), Stumptown Coffee Roasters (USA), 49th Parallel Coffee Roasters (Canada), Cafés El Magnífico (Spain), Has Bean Coffee (UK), Mokkamestarit Oy (Finland), Groundwork Coffee Co. (USA) and PT’s Coffee (USA)",Brazil Pulped,2006
646,10,660.0,Rancho São Benedito,Mariana De Carvalho Junqueira,"Dom Viçoso, MG",88.98,,,10,5.81,,Parkside Coffee,Brazil Pulped,2006
647,11,690.0,Sitio Redinha,Jose Luiz Ribeiro and Others,"Pedralva, Sul de Minas",87.31,,,11,5.65,17189.44,Marubeni Colorado LTDA.,Brazil Pulped,2006
648,12,450.0,Sítio Dos Estouros,José Mauro Miranda,"Carmo De Minas, Matas de Minas",87.15,,,12,6.85,13591.5,Bewleys Ltd,Brazil Pulped,2006
649,13,630.0,Fazenda Santo Antonio,Aluizio Pereira De Castro,"Olímpio Noronha, Minas Gerais",86.71,,,13,5.4,15000.25,"Toa Coffee Co.,Ltd.",Brazil Pulped,2006
650,14,630.0,Fazenda Sertão,Nazareth Dias Pereira and Others,"São Sebastião Da Grama, Sul de Minas",86.69,,,14,4.95,13750.23,Russian coffee company Ltd for SFT Trading ltd,Brazil Pulped,2006
651,15,720.0,Grota São Pedro,Cláudio Carneiro Pinto,"Carmo de Minas, MG",86.69,,,15,5.4,17143.15,San Antonio Coffee Roasters,Brazil Pulped,2006
652,16,840.0,Fazenda Cachoeira Da Grama,Gabriel De Carvalho Dias,"Araponga, Mogiana",85.88,,,16,4.95,18333.64,"Café Imports, The Roasterie, Paradise Roasters, 49th Parallel Roasters, Java Blend Coffee Roasters, Condaxis Coffee, Atomic Café, Green Coffee Cooperative, Barrington Coffee Roasters",Brazil Pulped,2006
653,17,1800.0,Fazenda Sao Francisco,Tarcízio Aldo Zugliani,"Carmo De Minas, Sul de Minas",85.79,,,17,2.35,18651.11,"Wataru & Co., Ltd.",Brazil Pulped,2006
654,18,690.0,Fazenda Barreiro,Icatu Agropecuária Ltda. / Francisto Otávio Lotufo,"Araponga, Sul de Minas",85.65,,,18,5.1,15516.13,Wataru for Ogawa Coffee,Brazil Pulped,2006
655,19,690.0,Fazenda Cafundo,Pedro Santana Mesquita,"Poços De Caldas, Chapada Diamantina",85.56,,,19,4.45,13538.59,"Coffee Masters, Inc.",Brazil Pulped,2006
656,20,750.0,Fazenda Baixa Da Pedra,Maria Aparecida Dias De Castro,"Carmo De Minas, Sul de Minas",85.42,,,20,4.15,13723.78,"Arab Coffee Co., Ltd",Brazil Pulped,2006
657,21,1290.0,Estancia Fonte Alta,Mauro Billi,"Dom Viçoso, Sul de Minas",85.4,,,21,3.05,17348.18,Gala Coffee and Tea ltd,Brazil Pulped,2006
658,22,630.0,Sitio Castelhano,Carlos Roberto Dos Santos and Others,"Campestre, Sul de Minas",85.17,,,22,6.45,17916.97,"World Coffee Co.,Ltd.",Brazil Pulped,2006
659,23,630.0,Sítio Da Cachoeira,Afonso Ferreira,"Carmo De Minas, Matas de Minas",84.85,,,23,4.25,11805.75,Kyokuto Fadie Corporation,Brazil Pulped,2006
660,24,720.0,Fazenda Do Moinho,Vinicius Jose Carneiro Pereira,"Olimpio Noronha, Sul De Minas",84.83,,,24,3.25,10317.63,"Rehm & Co. for Dethlefsen & Balk, SUPREMO Kaffeerösterei / Unterhaching",Brazil Pulped,2006
661,25,1290.0,Fazenda Ouro Verde,Cândido Vladimir Ladeira Rosa,"Piatã, Chapada Diamantina",84.69,,,25,3.25,18485.76,Katocoffee Inc.,Brazil Pulped,2006
662,26,2460.0,Fazenda Rainha,Regina Helena Mello De Carvalho Dias,"São Sebastião Da Grama, Mogiana",84.5,,,26,2.45,26574.52,Katocoffee Inc.,Brazil Pulped,2006
663,27,630.0,Sítio Das Jaboticabas,José Antônio Nascimento Ribas,"Cristina, Matas de Minas",84.44,,,27,4.05,11250.19,"Mercanta The Coffee Hunters for Has Bean Coffee (UK), Cafés El Magnífico (Spain), Fuego (Netherlands)",Brazil Pulped,2006
664,28,810.0,Fazenda Mariano,Manoel Barbosa Junqueira,"Carmo De Minas, Sul de Minas",84.33,,,28,3.4,12143.06,Marubeni Colorado LTDA.,Brazil Pulped,2006
665,29,630.0,Sítio Vale Das Cobras,Francisca Inácia Dos Reis Oliveira,"Olimpio Noronha, Sul de Minas",84.25,,,29,3.26,,Wataru for Beans Coffee Sales,Brazil Pulped,2006
666,1,360.0,Fazenda Santa Ines,Francisco Isidoro Dias Pereira,"Carmo de Minas, Minas Gerais",95.85,,,1,49.75,78969.58,"Michels Espresso, Instaurator and Caffe Artigiano (Canada)",Brazil Pulped,2005
667,2,450.0,Fazenda São Benedito,Antônio José Junqueira Villela e outros,"Carmo de Minas, MG",92.65,,,2,7.8,15476.45,"The Roasterie Inc., Stumptown Coffee Roasters, Ecco Café, Kaffa (Oslo), and Maruyama Coffee (Japan)",Brazil Pulped,2005
668,3,780.0,Sítio São José,Luiz Roberto Moreira Ribeiro,"Carmo de Minas, Minas Gerais",91.54,,,3,6.05,20807.23,Maruyama Coffee for Mikatajuku group and Stumptown Coffee Roasters,Brazil Pulped,2005
669,4,600.0,Sítio Castelhano,Carlso Roberto dos Santos,"Pedralva, Minas Gerais",91.3,,,4,3.5,9259.42,"World Coffee Co.,Ltd.",Brazil Pulped,2005
670,5,630.0,Fazenda Água Limpa,José Carlos Pereira de Carvalho,"Cristina, Minas Gerais",90.54,,,5,6.25,17361.4,Maruyama Coffee for Mikatajuku group,Brazil Pulped,2005
671,6,480.0,Fazenda Esperança,Cícero Viegas Cavalcanti De Albuquerque,"Carmo De Minas, Sul de Minas",90.02,,,6,4.2,8889.04,Time’s Club Inc.,Brazil Pulped,2005
672,7,600.0,Fazenda Tijuco Preto,Otacílio Dis de Castro,"Carmo de Minas, Minas Gerais",89.67,,,7,4.65,12301.79,Solberg & Hansen AS,Brazil Pulped,2005
673,8,480.0,Fazenda Santo Antonio,Aluizio Pereira De Castro,"Olímpio Noronha, Minas Gerais",89.35,,,8,6.75,14285.95,Cape Horn on behalf of San Antonio Coffee Roasters,Brazil Pulped,2005
674,9,1500.0,Fazenda Cachoeirinha,Evaldo Junqueira Villela,"Carmo de Minas, Minas Gerais",88.5,,,9,2.5,16534.67,"Toa Coffee Co.,Ltd.",Brazil Pulped,2005
675,10,930.0,Fazenda Pedra Preta,Guilherme Dias De Castro,"Jesuania, Sul de Minas",88.46,,,10,3.05,12506.82,"Nippon Coffee Trading Co., Ltd.",Brazil Pulped,2005
676,11,510.0,Fazenda Monte Verde – Gleba 2,Luiz Cláudio Ferrari Ferraz de Almeida,"Carmo de Minas, Minas Gerais",88.09,,,11,4.15,9332.17,"Mercanta The Coffee Hunters for Cafes Meo (France), Maison Blanche Dael (Netherlands), San Francisco Coffee (Malaysia) and 49th Parallel Roasters (Canada)",Brazil Pulped,2005
677,12,570.0,Sítio Monte Alegre,Glycia Emerenciana Pereira Carneiro,"Carmo de Minas, MG",87.46,,,12,4.15,10430.07,Ogawa Coffee,Brazil Pulped,2005
678,13,690.0,Faz,Nazareth Dias Pereira e outros,"Carmo de Minas, Minas Gerais",87.22,,,13,3.2,9735.61,"Volcafe Specialty Coffee, Sweet Maria’s, Pacific Bay Coffee Roasting, Ultimate Bean, and Hunter Bay Coffee Roasters",Brazil Pulped,2005
679,14,1410.0,Serra do Rola Moça,Maria Lúcia Junqueira Pereira e outros,"Carmo de Minas, Minas Gerais",86.96,,,14,2.55,15853.44,Andronicas Coffee Co Ltd for Fortnum & Mason of Piccadilly,Brazil Pulped,2005
680,15,660.0,Fazenda Sr. Niquinho,Luiz Paulo Dias Pereira Filho,"Carmo de Minas, Minas Gerais",86.7,,,15,2.95,8584.8,"Arab Coffee , Tashiro Coffee and Asahi Coffee",Brazil Pulped,2005
681,16,600.0,Fazenda Santa Lúcia,Helcio Carneiro Pinto e Outros,"Carmo de Minas, MG",86.3,,,16,3.16,8359.93,"Caravan Coffee Co.,Ltd.",Brazil Pulped,2005
682,17,1170.0,Fazenda Santa,Joaquim Bernardes da Silva Dias,"São Sebastião da Grama, São Paulo",86.2,,,17,2.58,13309.75,"UCC Ueshima Coffee Co., Ltd.",Brazil Pulped,2005
683,18,1050.0,Fazenda Córrego Seco,Valmir Oliveira Santos,"Piatã, Bahia",86.04,,,18,2.71,12546.51,Kaffebrenneriet as,Brazil Pulped,2005
684,19,450.0,Sítio São José,José Paceli Fernandes,"Pedralva, Minas Gerais",86.02,,,19,2.9,5754.07,"Caravan Coffee Co.,Ltd.",Brazil Pulped,2005
685,20,480.0,Sítio Bananal,Adriano José Ribeiro de Carvalho,"Cristina, Minas Gerais",86.0,,,20,3.0,6349.31,"World Coffee Co.,Ltd.",Brazil Pulped,2005
686,21,420.0,Fazenda do Serrado,Maria Rogéria Costa Pereira,"Carmo de Minas, Minas Gerais",85.93,,,21,5.0,9259.42,"Bontain Coffee co.,ltd.",Brazil Pulped,2005
687,22,450.0,Sítio São José,Neles Nelson Huguinim Fernandes,"Santa Maria de Jetibá, Espírito Santo",85.87,,,22,2.26,,Wataru for Beans Coffee Sales,Brazil Pulped,2005
688,23,810.0,Fazenda Santa Terezinha,Paulo Sérgio de Almeida e outros,"Paraisópolis, Minas Gerais",85.72,,,23,3.85,13750.23,"Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada), Ecco Café (USA), Intelligentsia (USA) and Golden Coffee Box (Netherlands)",Brazil Pulped,2005
689,24,1020.0,Fazenda Bela Vista,Walter Ferreira de Andrade,"São Sebastião da Grama, São Paulo",85.61,,,24,2.45,11018.7,Katocoffee Inc.,Brazil Pulped,2005
690,25,540.0,Sítio Monalisa,Sandra Helena Dias Pereira,"Carmo de Minas, Minas Gerais",85.0,,,25,3.1,7381.08,"Wataru & Co., Ltd",Brazil Pulped,2005
691,26,570.0,Fazenda Santa Rita,Claudio Junqueira Ferraz De Almeida,"Carmo De Minas, MG",84.89,,,26,2.35,5906.18,"Wataru & Co., Ltd.",Brazil Pulped,2005
692,27,510.0,Fazenda Pedra do Sino,José Roberto Vidigal Santana,"Araponga, Minas Gerais",84.87,,,27,2.45,5509.35,Wataru for Toho Coffee,Brazil Pulped,2005
693,28,1110.0,Sítio Pasto,Nelson Neves de Deus Filho,"Oliveira, Minas Gerais",84.65,,,28,2.45,11990.94,Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada),Brazil Pulped,2005
694,29,690.0,Fazenda,Regina Helena Mello de Carvalho Dias,"São Sebastião da Grama, São Paulo",84.46,,,29,3.5,10648.33,Wataru for Kyowa’s Coffee,Brazil Pulped,2005
695,30,780.0,Sítio do Boné,Vanderlei Paulo Martins,"Araponga, Minas Gerais",84.46,,,30,2.55,8769.99,Mercanta The Coffee Hunters for 49th Parallel Roasters (Canada),Brazil Pulped,2005
696,31,480.0,Fazenda Ouro Preto,Fabiano Carvalho de Resende Filho,"Alfredo Chaves, Espírito Santo",84.3,,,31,2.3,4867.81,"S.Ishimitsu & Co., Ltd.",Brazil Pulped,2005
697,32,690.0,Fazenda Cachoeira Da Grama,Gabriel De Carvalho Dias,"Araponga, Mogiana",84.3,,,32,2.56,7788.49,Katocoffee Inc.,Brazil Pulped,2005
698,33,390.0,Sítio Boa Sorte,Josane de Souza Lima Bissoli,"Afonso Cláudio, Espírito Santo",84.26,,,33,2.85,4900.88,Mercanta The Coffee Hunters for Has Bean Coffee (UK),Brazil Pulped,2005
699,34,480.0,Sítio Grota São Pedro,Cláudio Carneiro Pinto,"Carmo de Minas, Minas Gerais",84.24,,,34,2.35,4973.63,Mercanta The Coffee Hunters for 49TH Parallel Roasters (Canada),Brazil Pulped,2005
700,35,360.0,Sítio Batista,José Luiz Braga,"Pedralva, Minas Gerais",84.11,,,35,2.95,4682.62,Rehm & Co. for Messrs. Dethlefsen & Balk,Brazil Pulped,2005
701,36,510.0,Sítio Santa Cruz,José Telmo Santiago Junqueira,"Carmo de Minas, Minas Gerais",84.02,,,36,2.3,5172.04,"Wataru & Co., Ltd.",Brazil Pulped,2005
702,1,1050.0,Fazenda Recreio,Joaquim José de Carvalho Dias,"São Sebastião da Grama, SP",95.11,,,1,13.65,78969.58,Maruyama Coffee for Mikatajuku group,Brazil Pulped,2004
703,2,960.0,Fazenda Araucária,Pedro Augusto Ferraz Junqueira,"Carmo de Minas, Minas Gerais",90.84,,,2,7.71,15476.45,"Diedrich Coffee, Inc.",Brazil Pulped,2004
704,3,840.0,Fazenda Esperança,Cícero Viegas Cavalcanti De Albuquerque,"Carmo De Minas, Sul de Minas",90.8,,,3,7.7,20807.23,"Mercanta The Coffee Hunters for Cafes El Magnifico Barcelona, Cafes Meo Lille, Monmouth Coffee Company London, The Coffee Company Amsterdam",Brazil Pulped,2004
705,4,660.0,Fazenda Santo Antonio,Aluizio Pereira De Castro,"Olímpio Noronha, Minas Gerais",90.02,,,4,7.1,9259.42,San Antonio Coffee Roasters.,Brazil Pulped,2004
706,5,510.0,Fazenda Campo Alegre,Miguel Ângelo Macedo Xavier,"Piatã, Bahia",89.75,,,5,8.0,17361.4,"World Coffee Co.,Ltd.",Brazil Pulped,2004
707,6,750.0,Fazenda Outro Preto,Fabiano de Carvalho Resende Filho,"Alfredo Chaves, Espírito Santo",89.27,,,6,5.05,8889.04,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
708,7,840.0,Fazenda Barreiro,Icatú Agropecuária Ltda.,"Poços de Caldas, Minas Gerais",88.95,,,7,4.55,12301.79,Wataru for Ogawa Coffee,Brazil Pulped,2004
709,8,810.0,Fazenda Divino Espírito Santo,Nelson Xavier Jones,"Piatã, Bahia",88.36,,,8,5.1,14285.95,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
710,9,1290.0,Fazenda Santa inês,Luiz Botelho de Macedo Costa (Espólio),"São Sebastião da Grama, State of São Paulo",87.68,,,9,4.5,16534.67,"Capricorn Coffee Comercio Internacional for Cofi-Com Trading Pty Ltd. for Gloria Jean’s Gourmet Coffees, Australia",Brazil Pulped,2004
711,10,870.0,Fazenda Cachoeira do Cambuí,Ailton Santos,"Muzambinho, Minas Gerais",87.27,,,10,4.55,12506.82,Wataru for Toho Coffee,Brazil Pulped,2004
712,11,690.0,Fazenda Cachoeira,Lindolpho de Carvalho Dias,"São Sebastião da Grama, State of São Paulo",87.11,,,11,5.1,9332.17,Nippon Coffee Trading for Doi Coffee Company,Brazil Pulped,2004
713,12,1200.0,Água Limpa,José Clênio Pereira,"Cristina, MG",87.11,,,12,4.55,10430.07,"Nippon Coffee Trading Co., Ltd.",Brazil Pulped,2004
714,13,750.0,Sitio Monte Verde,Helcio Carneiro Pinto Junior,"Carmo de Minas, MG",87.11,,,13,5.0,9735.61,"Capricorn Coffee Comercio Internacional for Cofi-Com Trading Pty Ltd. for Rio Coffee, Adelaide",Brazil Pulped,2004
715,14,570.0,Fazenda Mãe Bela,José Jureade da Silva,"Piatã, Bahia",87.0,,,14,6.01,15853.44,"Intelligentsia, Mocha Joe’s and Coffee Tree Roasters",Brazil Pulped,2004
716,15,600.0,Fazenda Pedra Caída,Edson José Dias de Castro,"Carmo de Minas, Minas Gerais",86.95,,,15,5.0,8584.8,Time’s Club Inc. & C-Coop,Brazil Pulped,2004
717,16,1080.0,Fazenda Águas da Prata,Associação Brasileira de Educação e Cultura,"Santo Antônio da Alegria, São Paulo",86.93,,,16,4.0,8359.93,"Capricorn Coffee Comercio Internacional for Cofi-Com Trading Pty Ltd., Australia",Brazil Pulped,2004
718,17,510.0,Sítio Pitangueiras,Fabiano Moisés de Oliveira,"Pedralva, Minas Gerais",86.66,,,17,4.0,13309.75,"Arab Coffee Co., Ltd",Brazil Pulped,2004
719,18,780.0,Fazenda Capão,Salvador Da Paixão Mesquita,"Piatã – Bahia, Chapada Diamantina",86.64,,,18,4.5,12546.51,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
720,19,1080.0,Fazenda do Condado,Ibraim Chaib de Sousa,"Carmo de Minas, Minas Gerais",86.61,,,19,4.05,5754.07,"Toa Coffee Co.,Ltd.",Brazil Pulped,2004
721,20,600.0,Sítio Redinha,José Luiz Ribeiro e Outros,"Carmo de Minas, Minas Gerais",86.41,,,20,3.5,6349.31,"Wataru & Co., Ltd.",Brazil Pulped,2004
722,21,690.0,Sítio Estouros,José Mauro Miranda,"Araponga, Minas Gerais",86.3,,,21,4.11,9259.42,"Caravan Coffee Co.,Ltd.",Brazil Pulped,2004
723,22,870.0,Fazenda Bocaina,Itamar Duarte Ferreira,"Araponga, Minas Gerais",86.07,,,22,4.55,,Solberg & Hansen AS,Brazil Pulped,2004
724,23,510.0,Sítio Liani,Maria Lenira Mohallen Carneiro,"Pedralva, Minas Gerais",86.0,,,23,4.05,13750.23,"Bontain Coffee co.,ltd.",Brazil Pulped,2004
725,24,840.0,Fazenda Bonfim,Benyosef Rosa Soares,"Piatã, Chapada Diamantina",85.93,,,24,4.9,11018.7,"Mercanta The Coffee Hunters for Den Gyldne Bonne (Norway), Gourmet Coffee (Denmark), Johan & Nystrom (Sweden), Skien Kaffebrenneri (Norway)",Brazil Pulped,2004
726,25,600.0,Sítio Lenice,Milton Faria Bonette,"Pedralva, Minas Gerais",85.34,,,25,3.8,7381.08,"Maruyama Coffee, Voila Coffee, Shichifuku Coffee, Sugi Coffee Roasting Co., Adachi Coffee and Honey Coffee",Brazil Pulped,2004
727,26,870.0,Fazenda São Marcos,Norival Fávaro,"Sarutaiá, São Paulo",85.25,,,26,4.25,5906.18,Solberg & Hansen AS,Brazil Pulped,2004
728,27,780.0,Fazenda Machado,Antonivaldo Souza Araújo,"Piatã, Bahia",85.23,,,27,4.0,5509.35,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
729,28,600.0,Sítio Irmãos Cisconetti,Evandro Cisconetti,"Castelo, Espírito Santo",85.16,,,28,4.0,11990.94,Wataru for Kyowa’s Coffee,Brazil Pulped,2004
730,29,570.0,Sítio Vista Alegre,Francisco Turra Nunes,"Afonso Cláudio, Espírito Santo",85.07,,,29,4.1,10648.33,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
731,30,600.0,Sítio Boa Vista,Márcio Luiz Bérgamo Fávaro,"Sarutaiá, Sudoeste Paulista",84.98,,,30,3.86,8769.99,Gala Coffee and Tea Ltd on behalf of Waitrose Ltd,Brazil Pulped,2004
732,31,540.0,Sítio Vista Alegre,Wesley Isac Nóia Gomes,"Iúna, Espírito Santo",84.82,,,31,4.1,4867.81,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
733,32,690.0,Fazenda dos Nenéias,Manoel Sebastião de Lima,"Araponga, Minas Gerais",84.73,,,32,4.1,7788.49,"Schlüter & Maack GmbH for Hagen Kaffee, LAier Kaffee, Wasserburger Kaffeerösterei, Lloyd Caffee and BOHNE Kaffeerösterei",Brazil Pulped,2004
734,33,390.0,Fazenda Bela Vista,Walter Ferreira de Andrade,"São Sebastião da Grama, São Paulo",84.32,,,33,4.25,4900.88,"Mercanta The Coffee Hunters for Mokkamestarit Oy (Finland), The Golden Coffee Box (Netherlands)",Brazil Pulped,2004
735,34,540.0,Sítio Córrego Vista Alegre,José Davino Gomes,"Iúna, Espírito Santo",84.3,,,34,5.05,4973.63,Gloria Jean’s Gourmet Coffees,Brazil Pulped,2004
736,35,570.0,Fazenda Bela Vista,Venâncio Teixeira Filho,"Muzambinho, Minas Gerais",84.27,,,35,3.96,4682.62,Katocoffee Inc.,Brazil Pulped,2004
737,36,600.0,Sítio São Luiz Gonzaga,Luiz Gonzaga Araújo,"Muzambinho, Minas Gerais",84.25,,,36,3.75,5172.04,Ishimitsu for Asahi Coffee & Tashiro Coffee,Brazil Pulped,2004
738,1,1170.0,Fazenda Serra do Boné,Carlos Sérgio Sanglard,"Araponga, MG",95.35,,,1,10.15,52361.99,Maruyama Coffee ( Mikatajuku group),Brazil Pulped,2003
739,2,600.0,Fazenda Esperança,Cícero Viegas Cavalcanti De Albuquerque,"Carmo De Minas, Sul de Minas",93.72,,,2,7.1,18783.38,"Mercanta The Coffee Hunters for Monmouth Coffee Company, Cafes Meo, Cafes El Magnifico Barcelona and The Coffee Company",Brazil Pulped,2003
740,3,630.0,Fazenda do Serrado,Maria Rogéria Costa Pereira,"Carmo de Minas, Minas Gerais",91.8,,,3,6.03,16750.28,"Bontain Coffee co.,ltd.",Brazil Pulped,2003
741,4,600.0,Fazenda Recreio,Joaquim José de Carvalho Dias,"São Sebastião da Grama, SP",90.93,,,4,5.15,13624.57,SAN ANTONIO COFFEE ROASTERS,Brazil Pulped,2003
