RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,17,La Ilusión,Juan Jose Ernesto Menéndez Argüello,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",92.67
2,12,Pacamaral,Eduardo Francisco de Jesús Castro Magaña,"Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",90.88
3,32,El Porvenir,Adilia Encarnación Aguilar de Pullinger,"San Miguel, Tecapa-Chinameca",90.05
4,14,"Santa Teresa IV, Nicolas…","Marco Antonio Batres, Teresa Eugenia Giammattei y Cía.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",89.33
5,20,Malacara Lote B,"Roberto Dumont Alvarez (Chantuc, S.A. de C.V.)","Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",89.31
6,20,La Laínez,Jaime Pedro Ginjaume,"Santiago de María, Usulután, Tecapa-Chinameca Mountain Range",89.31
7,12,La Laguna,Jose Fidel Salgado Pacheco,"Alegría, Usulután, Tecapa-Chinameca Mountain Range",89.29
8,34,Los Pirineos,Gilberto Antonio Baraona (Los Pirineos S.A. de C.V.),"Santiago de María, Usulután, Tecapa-Chinameca Mountain Range",88.45
9,26,El Jocotillo,Anna Elaine Del Carmen Rivas De Vega,"Santa Ana, Apaneca-Ilamatepec",88.45
10,12,Matalapa,Vickie Ann Dalton Lima de Díaz,"Jayaque, La Libertad, El Balsamo-Quetzaltepec Mountain Range",88.29
11,23,Santa María,"Sonia C. de Salaverría (Himalaya, S.A. de C.V.)","Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",86.98
12,11,Aconcagua,"Tom Hawk (Chantuc, S.A. de C.V.)","Tacuba, Ahuachapán, Apaneca-Ilamatepec Mountain Range",86.5
13,20,Santa Josefita,Ernesto Ramón Lima (Lima y Socios),"Ataco, Ahuachapán, Apaneca-Ilamatepec Mountain Range",86.36
14,12,Nombre De Dios,Maria Elena Dominguez De Botto Isassi,"Santa Ana, Alotepec-Metapán",86.26
15,18,La Campanula,Fernando A. Lima (Lima y Socios),"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",86.26
16,14,Santa Teresa I,"Marco Antonio Batres, Teresa Eugenia Giammattei y Cía.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",86.21
17,20,Arcos,Carlos Alfredo Mendez Flores,"Ataco, Ahuachapán, Apaneca-Ilamatepec Mountain Range",86.14
18,21,El Porvenir,Gloria Mercedes Rodriguez Fontan,"Ataco, Ahuachapán, Apaneca-Ilamatepec Mountain Range",85.93
19,17,San Isidro,Ana Sylvia Elizabeth Schonenberg,"Alegría, Usulután, Tecapa-Chinameca Mountain Range",85.74
20,17,Santa Elena 1,Ernesto Ramón Lima Rivera,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",85.6
21,13,San Jose/Nejapa,Gloria Mercedes Rodriguez Fontan,"Apaneca & Ataco, Ahuachapán, Apaneca-Ilamatepec Mountain Range",85.48
22,14,Los Amates,Graciela Haydee Magaña De Fortin Magaña,"Jujutla, Ahuachapán, Apaneca-Ilamatepec Mountain Range",85.43
23,17,Las Mandarinas,"Enrique Alberto Sol Meza (Mite, S.A. de C.V.)","Juayúa, Sonsonate, Apaneca-Ilamatepec Mountain Range",85.26
24,20,Miralvalle,Marta Dolores Menendez de Riera,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",85.12
25,28,Nejapa #2,Francisco Jose Gregg Meza,"Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",85.02
26,16,Monte Everest,Gustavo Ernesto Urrutia Polanco,"Ahuachapán, Ahuachapán, Apaneca-Ilamatepec Mountain Range",85.02
27,20,Siberia,Rafael Enrique Silva Hoff,"Santa Ana, Chalchuapa",84.98
28,19,San Pablo,Fernando A. Lima (Lima y Socios),"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",84.9
29,19,San Jose/El Recuerdo,Juan Carlos Gregg Meza,"Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",84.62
30,14,El Zapote,Gladys Isabel Duran Pacheco,"Tepetitán, San Vicente, Chichontepec Mountain Range",84.4
31,15,El Optimismo,Lucia C/P Socorro M. de Zepeda Martinez,"Alegría, Usulután, Tecapa-Chinameca Mountain Range",84.4
32,16,Santa Sofía,"Blanca Stella Vilanova de Pacas (Pacvil, S.A. de C.V.)","Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",84.33
33,22,Teopan,Félix Ernesto Canizales Acevedo,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",84.12
34,37,Cerro de Oro,Anabella Salaverria Rodriguez,"Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",84.1
35,17,La Ilusión,"Alejandro Duarte (Soc. F.D.C. Inversiones, S.A. de C.V.)","Juayúa, Sonsonate, Apaneca-Ilamatepec Mountain Range",84.02
36,25,Divina Providencia,Roberto Samuel Ulloa Vilanova,"Santa Ana, Apaneca-Ilamatepec",84.02
