RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,20,Bosque Lya,"San Eduardo, S.A.","Chalchuapa, Santa Ana",90.69
2,42,San Francisco,Juan Francisco Rodriguez G.,"Chalchuapa, Santa Ana",90.48
3,22,Las Nubitas,Alicia Cristina Alabi De Schuck,"Santa Ana, Santa Ana",90.45
4,28,El Tesoro,Montelar S.A. De C.V.,"Chalchuapa, Sonsonate",89.93
5,15,Nombre De Dios,Maria Antonieta Dominguez De Arnesen,"Metapán, Santa Ana",89.81
6,47,Fatima,Carmen Duch Martinez,"Santa Ana, Santa Ana, Apaneca-Ilamatepec",89.74
7,15,Montecarlos Tablon Crater,Batrebendi S.A. De C.V.,"Apaneca, Ahuachapán",89.6
8,31,Brasil,Carlos Ernesto Guerrero Lara,"Apaneca, Ahuachapán",88.79
9,18,Santa Gregoria,Jose Joaquin Salaverria,"Apaneca, Ahuachapán",88.76
10,21,El Transito,Dr.Mariano Hector Salazar,"Huizucar, La Libertad",88.31
11,24,Malacara Lote A,Alvarez Prunera Y Cia.,"Chalchuapa, Santa Ana",86.43
12,15,San Jose,Mauricio Ruffatti,"Juayúa, Sonsonate",86.26
13,17,Santa Elena,"Agroinversiones Salba, S.A. De C.V.","La Libertad, Jayaque",86.14
14,17,Santa Sofia,"Pacvil, S.A. De C.V.","Santa Ana, Santa Ana",86.07
15,16,La Montañita 2,Antonio Rene Aguilar,"La Palma, Chalatenango",85.98
16,19,Santa Julia,Sociedad Haydee De Alvarez E Hijos,"Santa Ana, Santa Ana",85.95
17,18,San Martin,Ramon Antonio Ramentol Ruffatti,"Juayua, Sonsonate",85.93
18,22,Grano De Oro,Manuel Alberto Santana Bendix,"Ataco, Ahuachapán",85.9
19,15,Montecarlos Tablon Caracol,Batrebendi S.A. De C.V.,"Apaneca, Ahuachapán",95.76
20,23,Santa Damiana,Ana Gladis Escalon De Guillen,"Santa Ana, Santa Ana",85.71
21,15,Nombre De Dios El Pinar,Ana Eugenia Dominguez De Bauza,"Metapán, Santa Ana",85.71
22,16,San Carlos,Francisco Jose Baires Bou,"Jayaque, La Libertad",85.69
23,26,Nombre De Dios San Juan,Maria Elena Dominguez De Botto,"Metapán, Santa Ana",85.62
24,40,Pinar De Santiago,"Borja Letona, S.A.","San Juan Opico, La Libertad",85.55
25,28,Pretoria III,"Sonia M., Alex A., Ricardo J.,Salaverria Castaneda","Apaneca, Ahuchapan",85.5
26,25,Santa Maria Buena Vista,Mauricio Caceres Rivera,"Turín, Ahuachapán",84.9
27,122,Buenos Aires,Mercedes Escobar Vda. De Castillo,"Chalchuapa, Santa Ana",84.79
28,25,La Montañita,Constanza Helena Gamero De Boster,"Chalchuapa, Santa Ana",84.79
29,23,La Montañita 1,Antonio Rene Aguilar,"La Palma, Chalatenango",84.76
30,18,Montes Everest,Gustavo Ernesto Urrutia Polanco,"Ahuachapán, Ahuachapan",84.62
31,23,La Montaña I,Francisco Alexander Ochoa Romero,"La Palma, Chalatenango",84.6
32,19,La Labor De San Antonio,"Cayro, S.A. De C.V.","Ahuachapán, Ahuachapán",84.45
33,16,Los Naranjos,Leonidas Arevalo Navarro,"Juayúa, Sonsonate",84.36
34,16,Pineda,Maria De Los Angeles Cornejo De Markwor,"Ataco, Ahuachapán",84.14
35,23,Montecarlos Tablon El Bosque,Batrebendi S.A. De C.V.,"Apaneca, Ahuachapan",84
