RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,16,El Injerto I,"El Injerto, S. A.","La Libertad, Huehuetenango",93.68
2,19,La Bendicion,"Coex (Guatemala), S. A.","Yepocapa, Chimaltenango",89.78
3,16,San Guayaba,"Cercol, S. A.","Palencia, Guatemala",89.68
4,15,El Socorro Y Anexos,"Cercol, S. A. / Juan Diego de la Cerda","Palencia, Guatemala",89.6
5,15,San Sebastian,"Agropecuaria Salfar, S. A.","San Miguel Dueñas, Sacatepequez",89.38
6,16,Granja El Tempixque,"Entre Volcanes, S. A.","San Miguel Dueñas, Sacatepequez",88.63
7,16,Santa Delfina Y Anexos,"Finca La Perla Y Anexos, S. A.","Chajul, El Quiche",88.38
8,15,Las Nubes Y Anexos,"Agricola Aspero, S. A.","San Miguel Dueñas, Sacatepequez",87.68
9,18,Chibulbut,Dorian Gaitan Del Cid,"Coban, Alta Verapaz",87.45
10,15,Chalabal,Julio Jose Garcia Soto,"Acatenango, Chimaltenango",86.95
11,17,San Rafael Urias Valdes,Finca San Rafael Urias,"Ciudad Vieja, Sacatepequez",86.03
12,17,Florencia Y Anexo,Juan Ramon Flores Salazar,"Villa Canales, Guatemala",85.75
13,18,Finca De Dios,"Inversiones Unidas, S. A.","Fraijanes, Guatemala",85.68
14,16,El Porvenir,Irma Soto Figueroa,"Amatitlan, Guatemala",85.65
15,16,Las Rosas,Izabel Reynavillatoro Hernandez,"San Pedro Necta, Huehuetenango",85.33
16,15,Accso,Asociacion Comericalizadora Cafe S De Oriente (Accso),"Quetzaltepeque, Chiquimula",85.05
17,16,El Faro,"Linea Y Color, S. A.","Fraijanes, Guatemala",85.03
18,15,La Igualdad,"Nuevos Mercados, S. A.","La Reforma, San Marcos",84.95
19,22,La Soledad Y Anexo,Henio Perez Melendez,"Acatenango, Chimaltenango",84.83
20,15,Chichupac (33.33% Each Grower),"Julian Alquejay, Miguel Chen And Jesus Morales","Rabinal, Baja Verapaz",84.6
21,16,La Pacaya (50%) And La Cumbre…,Emilio Ical Lem And Ricardo Jom Lem,"San Cristobal Verapaz, Alta Verapaz",84.53
22,16,La Perla Y Anexos,"Finca La Perla Y Anexos, S. A.","Chajúl, El Quiche",84.25
23,16,La Joya,"Agricola Santa Catalina, S. A.","San Miguel Dueñas, Sacatepequez",84.1
24,16,San Rafael Pacun,"Cafetelera El Tunel, S. A.","Acatenango, Chimaltenango",84.1
25,15,Candelaria,Irma Soto Figueroa,"Amatitlan, Guatemala",84.05
