RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,15,Importadora Latinamericana,Maria Mayela Quesada Rodriguez,"Lourdes, Cirrí, Naranjo",90.17
2,15,Sin Limites,"Maribel Barrantes Zuñiga, Katia Barrantes","Naranjo, Alajuela",90
3,16,La Loma,Luís Paulo Bonilla Solis,"Llano Bonito, León Cortez, San José",89.39
4,15,Ojo de Agua,José Cardenas,"Naranjo, Alajuela",89.31
5,15,Valverde Abarca,Emilce Abarca Morales,"Cedral, Aserrí",89.28
6,50,La Luisa,Rodrigo Vargas,"San Isidro, Alajuela",88.75
7,15,Bella Vista,Alexis Padilla Cruz,"Ceiba Este, Acosta",88.56
8,20,La Montaña,Roger Calderòn Fallas,"Palmichal, Acosta",88.08
9,15,Parritilla,"Luís Alberto Monge, Oscar Adolfo Monge","Parritilla, La Legua de Aserrí, San José",87.86
10,29,Las Nubes,"Alexis Madrigal Monge, Miguel Ureña Fallas, María Ureña Zuñiga","Santa María de Dota, San José",87.81
11,15,Finca San Isidro,José Manuel Mora Gamboa,"San Isidro, San Ramón, Alajuela",86.67
12,42,Amapola,"Alvaro Rojas Solis, Olman Aguilera Chavez","Barranca, Zarcero, Alajuela",86.64
13,15,El Alto,Rose Marie Falla Duran,"Cedral, Aserri",86.64
14,15,Lourdes,Manuel Barrantes Zuñiga,"Lourdes, Naranjo, Alajuela",86.58
15,15,Mirella,Francisca Cubillo Salas,"Sabanilla de Alajuela, Valle Central",86.56
16,15,Santa Lucia,"Ricardo Perez Barrantes, Hnos Rodriguez Villalobos","Llano Bonito, Naranjo and Zarcero, Alajuela",86.17
17,15,La Planada,"Arnoldo Barrantes Zuñiga, Leonor Barrantes Zuñiga","Lourdes, Naranjo, Alajuela",86.14
18,15,El Higueron,"Maria Elena Barrantes, Marlen Barrantes Zuñiga, Ania María Barrantes Zuñiga","Lourdes, Naranjo, Alajuela",85.94
19,15,El Portillo,SALACA S.A.,"La Trocha, Barranca, Naranjo, Alajuela",85.83
20,15,Los Lobos,Haciendo Rio Jorco,"Cedral, Aserrí, San José",85.67
21,30,El Socorro,"Luís Eduardo Campos, Victor Montero Mora","San Rafael, Alajuela",85.39
22,15,El Beneficio,Hector Bonilla Cruz,"El Rodeo, Tarrazú, San José",85.19
23,15,Finca Santa Lucia,"Marcela Núñez Rojas, Alessia Mena Castro","Quebradas, Palmares, Alajuela",85.14
24,15,La Peña,Rodolfo Rivera Rodriguez,"Santa Cruz, León Cortez",85.08
25,37,Frailes Arriba,"Ismael Navarro, Carlos Fernandez Morera","San Rafael, San Ramón, Alajuela",84.86
26,25,Vara Blanca,"Coopedora R.L., Evarista Madrigal Ureña, Alberto Chacon Agüero","Santa María de Dota, San José",84.78
27,20,Santa Rosa Arriba,Cristian Vargas Salazar,"Santa Rosa, León Cortez",84.72
28,15,La Unión,Maria Elena Camacho,"Concepción, San Rafael, Heredia",84.61
29,40,Sociedad Gamboa,Guido Gamboa,"Frailes, Alajuela",84.56
30,20,San Marcos,"Giovanni Rodríguez Fallas, Marco Hernandez Fallas, Efrain Zamora Navarro","Santa María de Dota, San José",84.53
